date,store_id,item_id,qty_sold,price,stock_on_hand,lead_time_days,ordering_cost,unit_cost,holding_rate
2024-03-20,S1,I3,37,22,23,3,100,20,0.2
2024-03-21,S1,I3,45,39,94,5,100,20,0.2
2024-03-22,S1,I3,46,48,32,2,100,20,0.2
2024-03-23,S1,I3,47,45,87,2,100,20,0.2
2024-03-24,S1,I3,45,22,41,6,100,20,0.2
2024-03-25,S1,I3,44,37,28,3,100,20,0.2
2024-03-26,S1,I3,47,24,29,3,100,20,0.2
2024-03-27,S1,I3,48,17,43,2,100,20,0.2
2024-03-28,S1,I3,50,36,56,5,100,20,0.2
2024-03-29,S1,I3,43,33,38,5,100,20,0.2
2024-03-30,S1,I3,48,19,37,4,100,20,0.2
2024-03-31,S1,I3,46,19,74,3,100,20,0.2
2024-04-01,S1,I3,48,44,52,6,100,20,0.2
2024-04-02,S1,I3,44,31,67,6,100,20,0.2
2024-04-03,S1,I3,47,37,90,4,100,20,0.2
2024-04-04,S1,I3,54,18,97,6,100,20,0.2
2024-04-05,S1,I3,54,34,21,4,100,20,0.2
2024-04-06,S1,I3,52,30,37,4,100,20,0.2
2024-04-07,S1,I3,55,48,60,2,100,20,0.2
2024-04-08,S1,I3,52,33,79,4,100,20,0.2
2024-04-09,S1,I3,49,35,61,6,100,20,0.2
2024-04-10,S1,I3,49,49,55,4,100,20,0.2
2024-04-11,S1,I3,54,17,89,2,100,20,0.2
2024-04-12,S1,I3,52,13,32,2,100,20,0.2
2024-04-13,S1,I3,47,14,63,4,100,20,0.2
2024-04-14,S1,I3,49,17,91,3,100,20,0.2
2024-04-15,S1,I3,47,12,89,3,100,20,0.2
2024-04-16,S1,I3,50,11,54,3,100,20,0.2
2024-04-17,S1,I3,50,39,27,5,100,20,0.2
2024-04-18,S1,I3,52,45,88,6,100,20,0.2
2024-04-19,S1,I3,50,25,81,2,100,20,0.2
2024-04-20,S1,I3,47,25,31,2,100,20,0.2
2024-04-21,S1,I3,48,29,22,6,100,20,0.2
2024-04-22,S1,I3,46,37,24,5,100,20,0.2
2024-04-23,S1,I3,46,10,49,6,100,20,0.2
2024-04-24,S1,I3,42,15,41,3,100,20,0.2
2024-04-25,S1,I3,45,48,51,2,100,20,0.2
2024-04-26,S1,I3,42,25,95,5,100,20,0.2
2024-04-27,S1,I3,38,23,55,2,100,20,0.2
2024-04-28,S1,I3,43,11,21,4,100,20,0.2
2024-04-29,S1,I3,45,18,84,4,100,20,0.2
2024-04-30,S1,I3,39,32,45,5,100,20,0.2
2024-05-01,S1,I3,38,15,54,4,100,20,0.2
2024-05-02,S1,I3,42,46,31,2,100,20,0.2
2024-05-03,S1,I3,46,47,64,4,100,20,0.2
2024-05-04,S1,I3,44,39,97,4,100,20,0.2
2024-05-05,S1,I3,43,23,92,6,100,20,0.2
2024-05-06,S1,I3,40,11,21,4,100,20,0.2
2024-05-07,S1,I3,39,23,39,3,100,20,0.2
2024-05-08,S1,I3,48,34,85,2,100,20,0.2
2024-05-09,S1,I3,44,42,55,2,100,20,0.2
2024-05-10,S1,I3,45,12,60,2,100,20,0.2
2024-05-11,S1,I3,45,43,27,6,100,20,0.2
2024-05-12,S1,I3,43,13,44,5,100,20,0.2
2024-05-13,S1,I3,45,27,79,6,100,20,0.2
2024-05-14,S1,I3,44,32,50,4,100,20,0.2
2024-05-15,S1,I3,48,28,53,3,100,20,0.2
2024-05-16,S1,I3,52,11,30,3,100,20,0.2
2024-05-17,S1,I3,52,24,92,4,100,20,0.2
2024-05-18,S1,I3,53,44,40,2,100,20,0.2
2024-05-19,S1,I3,48,16,99,5,100,20,0.2
2024-05-20,S1,I3,46,13,23,2,100,20,0.2
2024-05-21,S1,I3,50,48,71,6,100,20,0.2
2024-05-22,S1,I3,49,45,57,3,100,20,0.2
2024-05-23,S1,I3,50,44,26,4,100,20,0.2
2024-05-24,S1,I3,51,23,90,6,100,20,0.2
2024-05-25,S1,I3,51,14,74,3,100,20,0.2
2024-05-26,S1,I3,50,47,98,6,100,20,0.2
2024-05-27,S1,I3,55,32,77,6,100,20,0.2
2024-05-28,S1,I3,45,22,72,3,100,20,0.2
2024-05-29,S1,I3,49,41,55,2,100,20,0.2
2024-05-30,S1,I3,46,20,82,6,100,20,0.2
2024-05-31,S1,I3,47,35,87,3,100,20,0.2
2024-06-01,S1,I3,46,27,71,6,100,20,0.2
2024-06-02,S1,I3,47,30,61,6,100,20,0.2
2024-06-03,S1,I3,41,26,28,2,100,20,0.2
2024-06-04,S1,I3,41,11,79,6,100,20,0.2
2024-06-05,S1,I3,40,19,77,5,100,20,0.2
2024-06-06,S1,I3,46,30,47,4,100,20,0.2
2024-06-07,S1,I3,45,43,27,4,100,20,0.2
2024-06-08,S1,I3,43,17,68,2,100,20,0.2
2024-06-09,S1,I3,44,33,64,4,100,20,0.2
2024-06-10,S1,I3,41,41,63,2,100,20,0.2
2024-06-11,S1,I3,43,46,27,6,100,20,0.2
2024-06-12,S1,I3,44,32,62,2,100,20,0.2
2024-06-13,S1,I3,39,33,43,2,100,20,0.2
2024-06-14,S1,I3,41,29,40,3,100,20,0.2
2024-06-15,S1,I3,40,20,71,4,100,20,0.2
2024-06-16,S1,I3,43,37,70,4,100,20,0.2
2024-06-17,S1,I3,46,14,24,3,100,20,0.2
2024-06-18,S1,I3,42,41,27,2,100,20,0.2
2024-06-19,S1,I3,46,11,98,3,100,20,0.2
2024-06-20,S1,I3,40,45,87,2,100,20,0.2
2024-06-21,S1,I3,47,34,81,3,100,20,0.2
2024-06-22,S1,I3,48,30,55,5,100,20,0.2
2024-06-23,S1,I3,47,11,32,6,100,20,0.2
2024-06-24,S1,I3,42,20,29,2,100,20,0.2
2024-06-25,S1,I3,49,27,74,2,100,20,0.2
2024-06-26,S1,I3,50,49,78,5,100,20,0.2
2024-06-27,S1,I3,52,34,41,5,100,20,0.2
2024-06-28,S1,I3,47,30,63,4,100,20,0.2
2024-06-29,S1,I3,44,30,51,2,100,20,0.2
2024-06-30,S1,I3,53,27,40,6,100,20,0.2
2024-07-01,S1,I3,49,17,65,5,100,20,0.2
2024-07-02,S1,I3,51,31,41,5,100,20,0.2
2024-07-03,S1,I3,47,11,48,6,100,20,0.2
2024-07-04,S1,I3,49,36,69,4,100,20,0.2
2024-07-05,S1,I3,52,33,63,6,100,20,0.2
2024-07-06,S1,I3,51,46,80,2,100,20,0.2
2024-07-07,S1,I3,53,12,82,4,100,20,0.2
2024-07-08,S1,I3,52,38,49,5,100,20,0.2
2024-07-09,S1,I3,54,46,27,3,100,20,0.2
2024-07-10,S1,I3,55,25,91,2,100,20,0.2
2024-07-11,S1,I3,49,12,84,5,100,20,0.2
2024-07-12,S1,I3,52,44,83,3,100,20,0.2
2024-07-13,S1,I3,45,34,29,6,100,20,0.2
2024-07-14,S1,I3,50,36,46,3,100,20,0.2
2024-07-15,S1,I3,51,22,28,5,100,20,0.2
2024-07-16,S1,I3,45,31,77,5,100,20,0.2
2024-07-17,S1,I3,41,23,33,2,100,20,0.2
2024-07-18,S1,I3,42,29,94,4,100,20,0.2
2024-01-01,S1,I4,42,28,77,5,100,20,0.2
2024-01-02,S1,I4,40,29,29,4,100,20,0.2
2024-01-03,S1,I4,47,46,73,6,100,20,0.2
2024-01-04,S1,I4,48,47,65,5,100,20,0.2
2024-01-05,S1,I4,47,29,36,5,100,20,0.2
2024-01-06,S1,I4,42,33,99,3,100,20,0.2
2024-01-07,S1,I4,46,13,43,3,100,20,0.2
2024-01-08,S1,I4,42,28,50,5,100,20,0.2
2024-01-09,S1,I4,43,28,41,6,100,20,0.2
2024-01-10,S1,I4,50,47,50,5,100,20,0.2
2024-01-11,S1,I4,43,45,74,2,100,20,0.2
2024-01-12,S1,I4,47,42,37,5,100,20,0.2
2024-01-13,S1,I4,41,37,66,4,100,20,0.2
2024-01-14,S1,I4,49,42,36,5,100,20,0.2
2024-01-15,S1,I4,44,36,34,5,100,20,0.2
2024-01-16,S1,I4,47,18,35,6,100,20,0.2
2024-01-17,S1,I4,48,19,69,4,100,20,0.2
2024-01-18,S1,I4,40,39,89,2,100,20,0.2
2024-01-19,S1,I4,41,28,61,4,100,20,0.2
2024-01-20,S1,I4,48,14,83,6,100,20,0.2
2024-01-21,S1,I4,41,30,93,6,100,20,0.2
2024-01-22,S1,I4,40,15,23,3,100,20,0.2
2024-01-23,S1,I4,38,10,43,2,100,20,0.2
2024-01-24,S1,I4,39,15,60,5,100,20,0.2
2024-01-25,S1,I4,43,40,43,2,100,20,0.2
2024-01-26,S1,I4,37,30,49,5,100,20,0.2
2024-01-27,S1,I4,43,39,26,4,100,20,0.2
2024-01-28,S1,I4,39,37,33,3,100,20,0.2
2024-01-29,S1,I4,38,40,96,5,100,20,0.2
2024-01-30,S1,I4,40,45,75,4,100,20,0.2
2024-01-31,S1,I4,35,27,76,6,100,20,0.2
2024-02-01,S1,I4,35,42,26,3,100,20,0.2
2024-02-02,S1,I4,39,20,39,6,100,20,0.2
2024-02-03,S1,I4,41,35,33,2,100,20,0.2
2024-02-04,S1,I4,36,30,88,4,100,20,0.2
2024-02-05,S1,I4,38,35,56,2,100,20,0.2
2024-02-06,S1,I4,34,34,31,2,100,20,0.2
2024-02-07,S1,I4,40,42,69,6,100,20,0.2
2024-02-08,S1,I4,36,16,52,2,100,20,0.2
2024-02-09,S1,I4,40,43,47,3,100,20,0.2
2024-02-10,S1,I4,42,48,68,2,100,20,0.2
2024-02-11,S1,I4,35,15,89,3,100,20,0.2
2024-02-12,S1,I4,35,19,24,3,100,20,0.2
2024-02-13,S1,I4,41,11,93,3,100,20,0.2
2024-02-14,S1,I4,39,48,95,5,100,20,0.2
2024-02-15,S1,I4,46,44,83,4,100,20,0.2
2024-02-16,S1,I4,38,41,26,6,100,20,0.2
2024-02-17,S1,I4,42,35,87,5,100,20,0.2
2024-02-18,S1,I4,44,24,98,5,100,20,0.2
2024-02-19,S1,I4,48,49,77,5,100,20,0.2
2024-02-20,S1,I4,49,11,44,4,100,20,0.2
2024-02-21,S1,I4,48,42,61,5,100,20,0.2
2024-02-22,S1,I4,43,15,58,5,100,20,0.2
2024-02-23,S1,I4,47,34,69,4,100,20,0.2
2024-02-24,S1,I4,43,14,70,4,100,20,0.2
2024-02-25,S1,I4,48,21,93,5,100,20,0.2
2024-02-26,S1,I4,49,45,91,2,100,20,0.2
2024-02-27,S1,I4,48,27,61,5,100,20,0.2
2024-02-28,S1,I4,44,15,31,3,100,20,0.2
2024-02-29,S1,I4,47,25,22,6,100,20,0.2
2024-03-01,S1,I4,42,36,59,2,100,20,0.2
2024-03-02,S1,I4,40,17,51,5,100,20,0.2
2024-03-03,S1,I4,43,13,89,4,100,20,0.2
2024-03-04,S1,I4,47,21,30,2,100,20,0.2
2024-03-05,S1,I4,44,30,49,6,100,20,0.2
2024-03-06,S1,I4,38,13,47,3,100,20,0.2
2024-03-07,S1,I4,42,36,88,2,100,20,0.2
2024-03-08,S1,I4,38,42,87,2,100,20,0.2
2024-03-09,S1,I4,38,43,45,6,100,20,0.2
2024-03-10,S1,I4,36,37,28,5,100,20,0.2
2024-03-11,S1,I4,39,15,79,5,100,20,0.2
2024-03-12,S1,I4,41,20,85,5,100,20,0.2
2024-03-13,S1,I4,41,30,22,5,100,20,0.2
2024-03-14,S1,I4,41,30,47,3,100,20,0.2
2024-03-15,S1,I4,32,30,54,5,100,20,0.2
2024-03-16,S1,I4,33,27,77,4,100,20,0.2
2024-03-17,S1,I4,40,32,67,2,100,20,0.2
2024-03-18,S1,I4,36,20,34,4,100,20,0.2
2024-03-19,S1,I4,34,42,35,3,100,20,0.2
2024-03-20,S1,I4,33,44,59,5,100,20,0.2
2024-03-21,S1,I4,38,15,92,5,100,20,0.2
2024-03-22,S1,I4,32,17,82,4,100,20,0.2
2024-03-23,S1,I4,36,34,66,6,100,20,0.2
2024-03-24,S1,I4,35,23,95,2,100,20,0.2
2024-03-25,S1,I4,40,18,96,3,100,20,0.2
2024-03-26,S1,I4,36,42,25,4,100,20,0.2
2024-03-27,S1,I4,41,36,65,5,100,20,0.2
2024-03-28,S1,I4,40,17,81,4,100,20,0.2
2024-03-29,S1,I4,39,39,97,4,100,20,0.2
2024-03-30,S1,I4,40,34,59,3,100,20,0.2
2024-03-31,S1,I4,43,32,41,2,100,20,0.2
2024-04-01,S1,I4,41,12,61,4,100,20,0.2
2024-04-02,S1,I4,47,37,64,2,100,20,0.2
2024-04-03,S1,I4,46,28,66,5,100,20,0.2
2024-04-04,S1,I4,47,47,72,6,100,20,0.2
2024-04-05,S1,I4,44,49,49,2,100,20,0.2
2024-04-06,S1,I4,41,34,33,4,100,20,0.2
2024-04-07,S1,I4,45,44,78,2,100,20,0.2
2024-04-08,S1,I4,44,13,27,3,100,20,0.2
2024-04-09,S1,I4,49,31,60,6,100,20,0.2
2024-04-10,S1,I4,41,39,31,4,100,20,0.2
2024-04-11,S1,I4,42,30,40,6,100,20,0.2
2024-04-12,S1,I4,44,46,86,5,100,20,0.2
2024-04-13,S1,I4,41,18,80,2,100,20,0.2
2024-04-14,S1,I4,43,44,84,6,100,20,0.2
2024-04-15,S1,I4,46,49,95,5,100,20,0.2
2024-04-16,S1,I4,47,28,45,5,100,20,0.2
2024-04-17,S1,I4,44,49,40,4,100,20,0.2
2024-04-18,S1,I4,43,29,48,4,100,20,0.2
2024-04-19,S1,I4,40,16,47,5,100,20,0.2
2024-04-20,S1,I4,41,21,64,4,100,20,0.2
2024-04-21,S1,I4,41,11,53,4,100,20,0.2
2024-04-22,S1,I4,41,10,91,2,100,20,0.2
2024-04-23,S1,I4,35,26,80,5,100,20,0.2
2024-04-24,S1,I4,39,35,46,4,100,20,0.2
2024-04-25,S1,I4,42,10,76,6,100,20,0.2
2024-04-26,S1,I4,33,44,59,4,100,20,0.2
2024-04-27,S1,I4,35,22,80,2,100,20,0.2
2024-04-28,S1,I4,32,17,62,5,100,20,0.2
2024-04-29,S1,I4,32,35,58,6,100,20,0.2
2024-04-30,S1,I4,36,18,56,2,100,20,0.2
2024-05-01,S1,I4,40,26,40,4,100,20,0.2
2024-05-02,S1,I4,38,48,32,4,100,20,0.2
2024-05-03,S1,I4,34,20,96,6,100,20,0.2
2024-05-04,S1,I4,32,49,38,5,100,20,0.2
2024-05-05,S1,I4,39,17,80,6,100,20,0.2
2024-05-06,S1,I4,33,35,88,2,100,20,0.2
2024-05-07,S1,I4,39,39,66,2,100,20,0.2
2024-05-08,S1,I4,37,27,37,3,100,20,0.2
2024-05-09,S1,I4,37,39,52,5,100,20,0.2
2024-05-10,S1,I4,36,46,38,5,100,20,0.2
2024-05-11,S1,I4,43,29,95,3,100,20,0.2
2024-05-12,S1,I4,39,24,60,3,100,20,0.2
2024-05-13,S1,I4,45,19,85,4,100,20,0.2
2024-05-14,S1,I4,47,23,70,2,100,20,0.2
2024-05-15,S1,I4,47,48,47,4,100,20,0.2
2024-05-16,S1,I4,42,15,46,6,100,20,0.2
2024-05-17,S1,I4,41,38,57,4,100,20,0.2
2024-05-18,S1,I4,47,11,60,5,100,20,0.2
2024-05-19,S1,I4,43,10,74,6,100,20,0.2
2024-05-20,S1,I4,50,46,81,2,100,20,0.2
2024-05-21,S1,I4,49,32,43,2,100,20,0.2
2024-05-22,S1,I4,46,37,40,4,100,20,0.2
2024-05-23,S1,I4,42,45,64,2,100,20,0.2
2024-05-24,S1,I4,45,47,49,5,100,20,0.2
2024-05-25,S1,I4,42,41,86,4,100,20,0.2
2024-05-26,S1,I4,49,32,94,3,100,20,0.2
2024-05-27,S1,I4,49,45,52,3,100,20,0.2
2024-05-28,S1,I4,47,37,56,5,100,20,0.2
2024-05-29,S1,I4,44,10,84,5,100,20,0.2
2024-05-30,S1,I4,41,38,93,5,100,20,0.2
2024-05-31,S1,I4,40,37,54,4,100,20,0.2
2024-06-01,S1,I4,38,47,83,6,100,20,0.2
2024-06-02,S1,I4,44,43,67,5,100,20,0.2
2024-06-03,S1,I4,43,21,84,5,100,20,0.2
2024-06-04,S1,I4,36,14,49,4,100,20,0.2
2024-06-05,S1,I4,37,20,64,5,100,20,0.2
2024-06-06,S1,I4,43,36,65,4,100,20,0.2
2024-06-07,S1,I4,43,15,78,6,100,20,0.2
2024-06-08,S1,I4,37,39,61,6,100,20,0.2
2024-06-09,S1,I4,42,46,61,5,100,20,0.2
2024-06-10,S1,I4,36,44,25,5,100,20,0.2
2024-06-11,S1,I4,33,18,48,6,100,20,0.2
2024-06-12,S1,I4,35,26,41,5,100,20,0.2
2024-06-13,S1,I4,36,46,68,6,100,20,0.2
2024-06-14,S1,I4,33,31,72,4,100,20,0.2
2024-06-15,S1,I4,38,12,61,3,100,20,0.2
2024-06-16,S1,I4,34,30,65,5,100,20,0.2
2024-06-17,S1,I4,36,20,87,4,100,20,0.2
2024-06-18,S1,I4,32,37,82,6,100,20,0.2
2024-06-19,S1,I4,35,22,30,5,100,20,0.2
2024-06-20,S1,I4,35,26,43,3,100,20,0.2
2024-06-21,S1,I4,36,46,27,5,100,20,0.2
2024-06-22,S1,I4,38,26,55,4,100,20,0.2
2024-06-23,S1,I4,39,43,30,6,100,20,0.2
2024-06-24,S1,I4,41,30,30,5,100,20,0.2
2024-06-25,S1,I4,41,26,75,5,100,20,0.2
2024-06-26,S1,I4,45,21,89,2,100,20,0.2
2024-06-27,S1,I4,40,28,45,5,100,20,0.2
2024-06-28,S1,I4,42,41,89,3,100,20,0.2
2024-06-29,S1,I4,42,47,94,2,100,20,0.2
2024-06-30,S1,I4,47,32,34,4,100,20,0.2
2024-07-01,S1,I4,48,26,70,6,100,20,0.2
2024-07-02,S1,I4,42,37,70,5,100,20,0.2
2024-07-03,S1,I4,47,44,67,2,100,20,0.2
2024-07-04,S1,I4,48,26,91,4,100,20,0.2
2024-07-05,S1,I4,46,12,78,6,100,20,0.2
2024-07-06,S1,I4,47,25,41,6,100,20,0.2
2024-07-07,S1,I4,46,12,73,3,100,20,0.2
2024-07-08,S1,I4,50,30,99,5,100,20,0.2
2024-07-09,S1,I4,42,33,54,2,100,20,0.2
2024-07-10,S1,I4,43,28,27,3,100,20,0.2
2024-07-11,S1,I4,40,49,90,4,100,20,0.2
2024-07-12,S1,I4,40,45,44,6,100,20,0.2
2024-07-13,S1,I4,39,24,56,6,100,20,0.2
2024-07-14,S1,I4,46,17,24,5,100,20,0.2
2024-07-15,S1,I4,46,10,55,4,100,20,0.2
2024-07-16,S1,I4,38,49,42,2,100,20,0.2
2024-07-17,S1,I4,37,23,23,4,100,20,0.2
2024-07-18,S1,I4,38,17,22,5,100,20,0.2
2024-01-01,S1,I5,28,28,35,3,100,20,0.2
2024-01-02,S1,I5,34,26,53,3,100,20,0.2
2024-01-03,S1,I5,33,11,85,3,100,20,0.2
2024-01-04,S1,I5,36,40,53,4,100,20,0.2
2024-01-05,S1,I5,36,32,97,4,100,20,0.2
2024-01-06,S1,I5,35,38,72,2,100,20,0.2
2024-01-07,S1,I5,30,39,72,6,100,20,0.2
2024-01-08,S1,I5,35,28,72,4,100,20,0.2
2024-01-09,S1,I5,39,34,50,2,100,20,0.2
2024-01-10,S1,I5,37,32,51,3,100,20,0.2
2024-01-11,S1,I5,40,45,91,5,100,20,0.2
2024-01-12,S1,I5,34,41,33,3,100,20,0.2
2024-01-13,S1,I5,34,33,98,5,100,20,0.2
2024-01-14,S1,I5,37,17,31,3,100,20,0.2
2024-01-15,S1,I5,32,43,94,2,100,20,0.2
2024-01-16,S1,I5,31,24,76,2,100,20,0.2
2024-01-17,S1,I5,39,38,45,3,100,20,0.2
2024-01-18,S1,I5,35,47,69,2,100,20,0.2
2024-01-19,S1,I5,34,14,63,2,100,20,0.2
2024-01-20,S1,I5,37,10,38,2,100,20,0.2
2024-01-21,S1,I5,29,13,34,4,100,20,0.2
2024-01-22,S1,I5,29,15,75,5,100,20,0.2
2024-01-23,S1,I5,28,46,36,3,100,20,0.2
2024-01-24,S1,I5,32,35,48,2,100,20,0.2
2024-01-25,S1,I5,33,19,66,6,100,20,0.2
2024-01-26,S1,I5,28,22,52,5,100,20,0.2
2024-01-27,S1,I5,24,13,66,2,100,20,0.2
2024-01-28,S1,I5,31,30,31,6,100,20,0.2
2024-01-29,S1,I5,32,26,67,5,100,20,0.2
2024-01-30,S1,I5,30,44,66,3,100,20,0.2
2024-01-31,S1,I5,24,16,32,3,100,20,0.2
2024-02-01,S1,I5,26,22,50,3,100,20,0.2
2024-02-02,S1,I5,30,18,57,4,100,20,0.2
2024-02-03,S1,I5,27,31,64,6,100,20,0.2
2024-02-04,S1,I5,23,18,27,5,100,20,0.2
2024-02-05,S1,I5,23,12,47,5,100,20,0.2
2024-02-06,S1,I5,26,37,73,2,100,20,0.2
2024-02-07,S1,I5,25,30,32,2,100,20,0.2
2024-02-08,S1,I5,23,19,72,5,100,20,0.2
2024-02-09,S1,I5,27,19,65,6,100,20,0.2
2024-02-10,S1,I5,28,47,43,3,100,20,0.2
2024-02-11,S1,I5,29,26,33,3,100,20,0.2
2024-02-12,S1,I5,27,34,22,2,100,20,0.2
2024-02-13,S1,I5,31,33,48,4,100,20,0.2
2024-02-14,S1,I5,35,45,79,3,100,20,0.2
2024-02-15,S1,I5,32,10,47,2,100,20,0.2
2024-02-16,S1,I5,35,37,77,5,100,20,0.2
2024-02-17,S1,I5,34,39,53,6,100,20,0.2
2024-02-18,S1,I5,34,16,44,2,100,20,0.2
2024-02-19,S1,I5,36,16,76,5,100,20,0.2
2024-02-20,S1,I5,34,45,96,5,100,20,0.2
2024-02-21,S1,I5,33,18,51,4,100,20,0.2
2024-02-22,S1,I5,38,42,91,6,100,20,0.2
2024-02-23,S1,I5,36,13,86,6,100,20,0.2
2024-02-24,S1,I5,39,38,47,6,100,20,0.2
2024-02-25,S1,I5,37,35,23,3,100,20,0.2
2024-02-26,S1,I5,38,18,24,5,100,20,0.2
2024-02-27,S1,I5,32,20,34,5,100,20,0.2
2024-02-28,S1,I5,36,26,78,3,100,20,0.2
2024-02-29,S1,I5,37,35,44,3,100,20,0.2
2024-03-01,S1,I5,32,20,96,6,100,20,0.2
2024-03-02,S1,I5,37,49,87,5,100,20,0.2
2024-03-03,S1,I5,29,47,73,5,100,20,0.2
2024-03-04,S1,I5,37,40,65,3,100,20,0.2
2024-03-05,S1,I5,37,14,71,2,100,20,0.2
2024-03-06,S1,I5,34,42,69,4,100,20,0.2
2024-03-07,S1,I5,27,24,80,3,100,20,0.2
2024-03-08,S1,I5,30,14,25,3,100,20,0.2
2024-03-09,S1,I5,34,22,22,6,100,20,0.2
2024-03-10,S1,I5,31,42,94,6,100,20,0.2
2024-03-11,S1,I5,25,20,47,5,100,20,0.2
2024-03-12,S1,I5,28,25,87,4,100,20,0.2
2024-03-13,S1,I5,30,35,81,2,100,20,0.2
2024-03-14,S1,I5,26,34,37,4,100,20,0.2
2024-03-15,S1,I5,28,47,45,5,100,20,0.2
2024-03-16,S1,I5,24,38,78,6,100,20,0.2
2024-03-17,S1,I5,23,26,62,6,100,20,0.2
2024-03-18,S1,I5,23,43,27,6,100,20,0.2
2024-03-19,S1,I5,31,17,84,4,100,20,0.2
2024-03-20,S1,I5,28,26,78,5,100,20,0.2
2024-03-21,S1,I5,29,31,63,2,100,20,0.2
2024-03-22,S1,I5,26,19,55,6,100,20,0.2
2024-03-23,S1,I5,32,30,61,5,100,20,0.2
2024-03-24,S1,I5,30,11,74,4,100,20,0.2
2024-03-25,S1,I5,29,46,46,2,100,20,0.2
2024-03-26,S1,I5,26,22,64,3,100,20,0.2
2024-03-27,S1,I5,28,18,73,4,100,20,0.2
2024-03-28,S1,I5,27,10,51,2,100,20,0.2
2024-03-29,S1,I5,33,12,39,6,100,20,0.2
2024-03-30,S1,I5,29,44,97,2,100,20,0.2
2024-03-31,S1,I5,29,38,72,4,100,20,0.2
2024-04-01,S1,I5,30,13,84,3,100,20,0.2
2024-04-02,S1,I5,29,35,39,5,100,20,0.2
2024-04-03,S1,I5,36,19,78,4,100,20,0.2
2024-04-04,S1,I5,38,14,84,2,100,20,0.2
2024-04-05,S1,I5,36,43,60,6,100,20,0.2
2024-04-06,S1,I5,34,14,30,4,100,20,0.2
2024-04-07,S1,I5,35,44,95,3,100,20,0.2
2024-04-08,S1,I5,33,28,79,3,100,20,0.2
2024-04-09,S1,I5,38,14,40,5,100,20,0.2
2024-04-10,S1,I5,37,29,34,3,100,20,0.2
2024-04-11,S1,I5,34,38,27,2,100,20,0.2
2024-04-12,S1,I5,33,48,65,5,100,20,0.2
2024-04-13,S1,I5,39,36,87,3,100,20,0.2
2024-04-14,S1,I5,32,46,20,4,100,20,0.2
2024-04-15,S1,I5,37,36,59,6,100,20,0.2
2024-04-16,S1,I5,32,43,43,3,100,20,0.2
2024-04-17,S1,I5,32,12,53,2,100,20,0.2
2024-04-18,S1,I5,28,32,72,5,100,20,0.2
2024-04-19,S1,I5,33,14,72,2,100,20,0.2
2024-04-20,S1,I5,34,15,76,3,100,20,0.2
2024-04-21,S1,I5,33,16,57,6,100,20,0.2
2024-04-22,S1,I5,28,12,70,5,100,20,0.2
2024-04-23,S1,I5,29,45,60,6,100,20,0.2
2024-04-24,S1,I5,30,39,81,6,100,20,0.2
2024-04-25,S1,I5,31,36,70,2,100,20,0.2
2024-04-26,S1,I5,28,45,58,6,100,20,0.2
2024-04-27,S1,I5,27,30,91,2,100,20,0.2
2024-04-28,S1,I5,28,40,61,3,100,20,0.2
2024-04-29,S1,I5,23,18,30,3,100,20,0.2
2024-04-30,S1,I5,27,26,87,5,100,20,0.2
2024-05-01,S1,I5,30,30,84,2,100,20,0.2
2024-05-02,S1,I5,24,45,85,4,100,20,0.2
2024-05-03,S1,I5,27,10,42,3,100,20,0.2
2024-05-04,S1,I5,28,26,53,4,100,20,0.2
2024-05-05,S1,I5,30,38,92,6,100,20,0.2
2024-05-06,S1,I5,28,15,71,6,100,20,0.2
2024-05-07,S1,I5,25,26,82,2,100,20,0.2
2024-05-08,S1,I5,30,10,86,3,100,20,0.2
2024-05-09,S1,I5,27,41,87,3,100,20,0.2
2024-05-10,S1,I5,25,28,62,5,100,20,0.2
2024-05-11,S1,I5,28,49,97,3,100,20,0.2
2024-05-12,S1,I5,27,23,53,6,100,20,0.2
2024-05-13,S1,I5,33,13,78,6,100,20,0.2
2024-05-14,S1,I5,30,15,68,4,100,20,0.2
2024-05-15,S1,I5,33,10,88,4,100,20,0.2
2024-05-16,S1,I5,34,49,32,4,100,20,0.2
2024-05-17,S1,I5,32,21,99,4,100,20,0.2
2024-05-18,S1,I5,39,34,39,5,100,20,0.2
2024-05-19,S1,I5,37,11,41,4,100,20,0.2
2024-05-20,S1,I5,39,46,91,4,100,20,0.2
2024-05-21,S1,I5,32,25,70,3,100,20,0.2
2024-05-22,S1,I5,34,25,91,5,100,20,0.2
2024-05-23,S1,I5,31,21,72,4,100,20,0.2
2024-05-24,S1,I5,35,36,31,2,100,20,0.2
2024-05-25,S1,I5,36,42,24,2,100,20,0.2
2024-05-26,S1,I5,35,42,81,3,100,20,0.2
2024-05-27,S1,I5,39,28,88,4,100,20,0.2
2024-05-28,S1,I5,31,39,66,5,100,20,0.2
2024-05-29,S1,I5,30,22,73,4,100,20,0.2
2024-05-30,S1,I5,34,38,39,6,100,20,0.2
2024-05-31,S1,I5,36,27,82,3,100,20,0.2
2024-06-01,S1,I5,36,17,81,6,100,20,0.2
2024-06-02,S1,I5,36,26,85,3,100,20,0.2
2024-06-03,S1,I5,30,37,81,2,100,20,0.2
2024-06-04,S1,I5,30,27,60,2,100,20,0.2
2024-06-05,S1,I5,25,21,90,4,100,20,0.2
2024-06-06,S1,I5,26,19,54,3,100,20,0.2
2024-06-07,S1,I5,31,19,57,3,100,20,0.2
